OGLE-LMC-CEP-0235  LMC135.6  25735        F 04:52:26.64 -69:10:10.9                                                   
OGLE-LMC-CEP-0236  LMC135.8  10266        F 04:52:27.37 -69:30:54.8                                              V0146 DV14
OGLE-LMC-CEP-0237  LMC138.3   7162        F 04:52:27.78 -66:46:09.6                                              V0133 HV12444
OGLE-LMC-CEP-0238  LMC135.5  27478        F 04:52:28.61 -68:57:39.3                                                   
OGLE-LMC-CEP-0239  LMC136.3     39        F 04:52:31.98 -69:44:20.4                                              V0151 DV18
OGLE-LMC-CEP-0240  LMC134.8   8397       1O 04:52:32.52 -68:55:13.3                                                   
OGLE-LMC-CEP-0241  LMC135.7  28708       1O 04:52:32.71 -69:17:59.1                                                   
OGLE-LMC-CEP-0242  LMC132.7    249    1O/2O 04:52:35.79 -67:33:15.4                                                   
OGLE-LMC-CEP-0243  LMC136.3     41       1O 04:52:39.57 -69:49:17.6                                                   
OGLE-LMC-CEP-0244  LMC134.7   7843       1O 04:52:43.21 -68:46:58.6                                                   
OGLE-LMC-CEP-0245  LMC134.5  22444       1O 04:52:44.36 -68:25:44.1                                                   
OGLE-LMC-CEP-0246  LMC132.8     52        F 04:52:46.28 -67:38:03.4                                              V0147 HV2237
OGLE-LMC-CEP-0247  LMC134.7   7824       1O 04:52:46.99 -68:44:12.6                                                   
OGLE-LMC-CEP-0248  LMC136.1     38       1O 04:52:47.64 -70:00:45.6                 17.1980.12                        
OGLE-LMC-CEP-0249  LMC133.8   6307        F 04:52:47.67 -68:20:55.4                                045247-6820.9 V0154 U11
OGLE-LMC-CEP-0250  LMC134.6   7102        F 04:52:48.10 -68:38:45.9                                                   
OGLE-LMC-CEP-0251  LMC135.6  10797       1O 04:52:48.61 -69:12:31.2                                                   
OGLE-LMC-CEP-0252  LMC133.7     28       1O 04:52:50.08 -68:11:33.5                 47.2007.977                       
OGLE-LMC-CEP-0253  LMC135.5  11533        F 04:52:50.19 -69:04:19.7                                                   
OGLE-LMC-CEP-0254  LMC134.6  23280        F 04:52:50.36 -68:30:36.2                                                   
OGLE-LMC-CEP-0255  LMC131.7     52        F 04:52:51.77 -66:58:05.6                                              V0149 HV12450
OGLE-LMC-CEP-0256  LMC135.6  10798       1O 04:52:52.10 -69:14:25.7                                                   
OGLE-LMC-CEP-0257  LMC133.6     28        F 04:52:52.87 -68:01:25.3                                              V0155 HV12469 LMV1322
OGLE-LMC-CEP-0258  LMC135.7  28533        F 04:52:54.21 -69:16:35.1                                                   
OGLE-LMC-CEP-0259  LMC134.7   8089    1O/2O 04:52:54.95 -68:48:09.4                                                   
OGLE-LMC-CEP-0260  LMC133.8  19744       1O 04:52:57.39 -68:17:27.1                 47.2006.24                        
OGLE-LMC-CEP-0261  LMC136.4    154     F/1O 04:52:57.52 -69:33:15.7                 17.1987.26                        
OGLE-LMC-CEP-0262  LMC132.6    118        F 04:52:57.56 -67:25:02.6                                                   
OGLE-LMC-CEP-0263  LMC135.5  27508        F 04:53:00.21 -68:59:58.6                                                   
OGLE-LMC-CEP-0264  LMC134.8  13225        F 04:53:00.51 -68:53:49.3                                                   
OGLE-LMC-CEP-0265  LMC135.7  12446       1O 04:53:01.02 -69:22:46.1                                                   
OGLE-LMC-CEP-0266  LMC134.6  27363        F 04:53:01.05 -68:32:25.2                                                   
OGLE-LMC-CEP-0267  LMC134.8  13251        F 04:53:02.91 -68:54:28.4                                                   
OGLE-LMC-CEP-0268  LMC133.8  19501       1O 04:53:07.53 -68:13:01.0                 47.2007.11                        
OGLE-LMC-CEP-0269  LMC136.1     53        F 04:53:08.94 -70:08:16.2                                              V0179 HV12412
OGLE-LMC-CEP-0270  LMC133.7  17335        F 04:53:09.26 -68:12:40.5                                                   
OGLE-LMC-CEP-0271  LMC137.4     88        F 04:53:10.27 -70:13:08.9                                                   
OGLE-LMC-CEP-0272  LMC131.7     70        F 04:53:10.79 -67:00:41.1                                              V0162 HV12456 LMV1804
OGLE-LMC-CEP-0273  LMC132.7     60        F 04:53:10.92 -67:36:21.1                                                   
